case_id,family,feed_height_ft,radiator_end_height_ft,return_kind,return_id,return_length_ft,return_azimuth_deg,coax_length_ft,mast_condition,device,comparison_bands,likely_match_band_count,uncertain_match_band_count,unlikely_match_band_count,supported_comparison_band_count,geometric_mean_efficiency,worst_band_efficiency,median_atu_dissipation_loss_db
elevated_tree_feed40_end3_coax_return_39.5ft_vertical_none,elevated_tree,40.0,3.0,coax_return,coax_return_39.5ft_vertical,39.5,,39.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.4477825530109181,0.3214554942214582,0.08558123105581274
elevated_tree_feed40_end3_dedicated_vertical_39.5ft_vertical_none,elevated_tree,40.0,3.0,dedicated_vertical,dedicated_vertical_39.5ft_vertical,39.5,,39.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.4315147487145642,0.3177673570802714,0.09398905159499563
elevated_tree_feed40_end3_dedicated_angled_41ft_az90_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_41ft_az90,41.0,90.0,39.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.44693060785785843,0.3220647964359971,0.09179281928849803
elevated_tree_feed40_end3_dedicated_angled_41ft_az135_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_41ft_az135,41.0,135.0,39.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.4559527754242396,0.34395383530497525,0.08980744362983054
elevated_tree_feed40_end3_dedicated_angled_41ft_az180_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_41ft_az180,41.0,180.0,39.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.4583169206315594,0.3432547802082023,0.08538366754497947
elevated_tree_feed40_end3_dedicated_angled_45ft_az90_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_45ft_az90,45.0,90.0,39.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.431148752007068,0.3046102338421092,0.10540712624051973
elevated_tree_feed40_end3_dedicated_angled_45ft_az135_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_45ft_az135,45.0,135.0,39.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.4470174581232892,0.36276561043597005,0.1039532714415039
elevated_tree_feed40_end3_dedicated_angled_45ft_az180_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_45ft_az180,45.0,180.0,39.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.45103751082276033,0.3761605723384109,0.09985327090813106
elevated_tree_feed40_end3_dedicated_angled_49ft_az90_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_49ft_az90,49.0,90.0,39.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.36394096650562385,0.2941592279580015,0.12019658554338783
elevated_tree_feed40_end3_dedicated_angled_49ft_az135_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_49ft_az135,49.0,135.0,39.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.3842383306956665,0.32126341426511,0.1218326833745488
elevated_tree_feed40_end3_dedicated_angled_49ft_az180_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_49ft_az180,49.0,180.0,39.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.38928066743423595,0.32128755778127943,0.12362433227836646
elevated_tree_feed40_end3_dedicated_angled_53ft_az90_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_53ft_az90,53.0,90.0,39.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.3068333462776408,0.22933966567279535,0.11390068741462617
elevated_tree_feed40_end3_dedicated_angled_53ft_az135_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_53ft_az135,53.0,135.0,39.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.3331043608373492,0.24247551201311732,0.1080499920468536
elevated_tree_feed40_end3_dedicated_angled_53ft_az180_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_53ft_az180,53.0,180.0,39.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.33921304437982247,0.24200551993863417,0.10974250080068597
sloper_20_to_40_feed20_end40_coax_return_19.5ft_vertical_none,sloper_20_to_40,20.0,40.0,coax_return,coax_return_19.5ft_vertical,19.5,,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5786676351039308,0.4596470547714348,0.09692464628550979
sloper_20_to_40_feed20_end40_dedicated_vertical_19.5ft_vertical_none,sloper_20_to_40,20.0,40.0,dedicated_vertical,dedicated_vertical_19.5ft_vertical,19.5,,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5560161274492197,0.4490396009548199,0.09704809711123183
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5616505530413609,0.4715554763748612,0.10108374236002171
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az135,21.0,135.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5620524875334589,0.4700856083621707,0.09518284957141852
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az180_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az180,21.0,180.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5620782867965552,0.46865099601636495,0.099198795966525
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az90,25.0,90.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5464991924963768,0.45730274176907393,0.10045369862827794
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5463439625357808,0.45558532582017863,0.10080760710813633
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5455466860845382,0.44962100745239153,0.10197692690838758
sloper_20_to_40_feed20_end40_dedicated_angled_29ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_29ft_az90,29.0,90.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5578406361791654,0.4518706041094862,0.08475813756488973
sloper_20_to_40_feed20_end40_dedicated_angled_29ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_29ft_az135,29.0,135.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5515428794303702,0.42735565749236337,0.0974767940468789
sloper_20_to_40_feed20_end40_dedicated_angled_29ft_az180_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_29ft_az180,29.0,180.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5489202246974778,0.40991468861563934,0.09167797030302743
sloper_20_to_40_feed20_end40_dedicated_angled_33ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_33ft_az90,33.0,90.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5496674048284559,0.4995905669176892,0.12297798964296619
sloper_20_to_40_feed20_end40_dedicated_angled_33ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_33ft_az135,33.0,135.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5489748253253097,0.46748576777987755,0.1213191295035569
sloper_20_to_40_feed20_end40_dedicated_angled_33ft_az180_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_33ft_az180,33.0,180.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5498972052207992,0.45095811908197836,0.12145769934669266
sloper_20_to_40_feed20_end40_dedicated_angled_37ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_37ft_az90,37.0,90.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5417930552489407,0.43546883614024745,0.11625671499207804
sloper_20_to_40_feed20_end40_dedicated_angled_37ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_37ft_az135,37.0,135.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5413433739530072,0.4541228281000295,0.12076552676474332
sloper_20_to_40_feed20_end40_dedicated_angled_37ft_az180_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_37ft_az180,37.0,180.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5403724262614055,0.45050456769805197,0.12215644557684277
sloper_20_to_40_feed20_end40_dedicated_angled_41ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_41ft_az90,41.0,90.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5825660323303422,0.49634249660112717,0.12584693762320098
sloper_20_to_40_feed20_end40_dedicated_angled_41ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_41ft_az135,41.0,135.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5704969799170057,0.48778327451601666,0.13109422194122294
sloper_20_to_40_feed20_end40_dedicated_angled_41ft_az180_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_41ft_az180,41.0,180.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5662864605266468,0.47836312761906885,0.09717910033596149
sloper_20_to_40_feed20_end40_dedicated_angled_45ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_45ft_az90,45.0,90.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5667156744479565,0.506737572834791,0.11713148110579547
sloper_20_to_40_feed20_end40_dedicated_angled_45ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_45ft_az135,45.0,135.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5562905971062286,0.508627474098941,0.134208093689201
sloper_20_to_40_feed20_end40_dedicated_angled_45ft_az180_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_45ft_az180,45.0,180.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5534032196797806,0.5002011927702543,0.13465360055718004
sloper_20_to_40_feed20_end40_dedicated_angled_49ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_49ft_az90,49.0,90.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5101789946926959,0.453570152586234,0.13725780340170307
sloper_20_to_40_feed20_end40_dedicated_angled_49ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_49ft_az135,49.0,135.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5148381155861923,0.4531773225368191,0.126151429065638
sloper_20_to_40_feed20_end40_dedicated_angled_49ft_az180_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_49ft_az180,49.0,180.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5171876611954573,0.43944795364901235,0.12376738151704961
sloper_20_to_40_feed20_end40_dedicated_angled_53ft_az90_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_53ft_az90,53.0,90.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.46804426790052966,0.3978597441249984,0.19422572931638005
sloper_20_to_40_feed20_end40_dedicated_angled_53ft_az135_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_53ft_az135,53.0,135.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.4873356623816327,0.4451454245857822,0.2037684707779691
sloper_20_to_40_feed20_end40_dedicated_angled_53ft_az180_none,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_53ft_az180,53.0,180.0,19.5,none,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.49057285543290985,0.41988885183355984,0.1749728209776538
sloper_20_to_40_feed20_end40_coax_return_19.5ft_vertical_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,coax_return,coax_return_19.5ft_vertical,19.5,,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.48140120932409997,0.28011730132446033,0.10430880202692125
sloper_20_to_40_feed20_end40_dedicated_vertical_19.5ft_vertical_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_vertical,dedicated_vertical_19.5ft_vertical,19.5,,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.4350367083260866,0.17572110671515806,0.10332513587444855
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5236665498378253,0.4280547833772447,0.09702757339265355
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az135,21.0,135.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5275144733882999,0.4606788165233542,0.10958186474331574
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az180,21.0,180.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5302866184107045,0.46582441666093405,0.11356084745277781
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az90,25.0,90.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5111235055715247,0.40912021551852323,0.1518519297545116
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5339117960537895,0.41890458476026826,0.0979890203267965
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5339242372571726,0.41327520966434417,0.10042873802233304
sloper_20_to_40_feed20_end40_dedicated_angled_29ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_29ft_az90,29.0,90.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5280383493363812,0.41966357863355713,0.12165991109319417
sloper_20_to_40_feed20_end40_dedicated_angled_29ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_29ft_az135,29.0,135.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.543700496052826,0.427070494589644,0.08839723819300586
sloper_20_to_40_feed20_end40_dedicated_angled_29ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_29ft_az180,29.0,180.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5412612229239571,0.4099708650579299,0.09091146217776623
sloper_20_to_40_feed20_end40_dedicated_angled_33ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_33ft_az90,33.0,90.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5321616770107764,0.4367076210489045,0.14024474526724656
sloper_20_to_40_feed20_end40_dedicated_angled_33ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_33ft_az135,33.0,135.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5405202204115763,0.47289212784938894,0.12113156192748913
sloper_20_to_40_feed20_end40_dedicated_angled_33ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_33ft_az180,33.0,180.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5401132090419271,0.4526502191385633,0.1327783908860029
sloper_20_to_40_feed20_end40_dedicated_angled_37ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_37ft_az90,37.0,90.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5484859829709869,0.4165338959070009,0.11801781236064456
sloper_20_to_40_feed20_end40_dedicated_angled_37ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_37ft_az135,37.0,135.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5469579964606092,0.4567007686261024,0.11948018342845616
sloper_20_to_40_feed20_end40_dedicated_angled_37ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_37ft_az180,37.0,180.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5424291496416088,0.45220189562808616,0.12166564536038309
sloper_20_to_40_feed20_end40_dedicated_angled_41ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_41ft_az90,41.0,90.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.57159790718055,0.5025916812922194,0.11366716071565237
sloper_20_to_40_feed20_end40_dedicated_angled_41ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_41ft_az135,41.0,135.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5738636921568968,0.5011581412198242,0.11207188378185406
sloper_20_to_40_feed20_end40_dedicated_angled_41ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_41ft_az180,41.0,180.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5702459582472857,0.4868442854366918,0.11051846044098135
sloper_20_to_40_feed20_end40_dedicated_angled_45ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_45ft_az90,45.0,90.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5416915738421347,0.4984987243447746,0.13738332868349235
sloper_20_to_40_feed20_end40_dedicated_angled_45ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_45ft_az135,45.0,135.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5468390917457143,0.5187233109617527,0.11581237298278432
sloper_20_to_40_feed20_end40_dedicated_angled_45ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_45ft_az180,45.0,180.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5484082114309593,0.5115944279791468,0.11834845863330072
sloper_20_to_40_feed20_end40_dedicated_angled_49ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_49ft_az90,49.0,90.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.49396284666267304,0.42405658517805084,0.1386961754106705
sloper_20_to_40_feed20_end40_dedicated_angled_49ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_49ft_az135,49.0,135.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.509295367098119,0.44833338918996063,0.1254664729601943
sloper_20_to_40_feed20_end40_dedicated_angled_49ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_49ft_az180,49.0,180.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5141461528236791,0.4389706630866801,0.1261545381824333
sloper_20_to_40_feed20_end40_dedicated_angled_53ft_az90_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_53ft_az90,53.0,90.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.4529142374518571,0.366953466923682,0.19288910843676582
sloper_20_to_40_feed20_end40_dedicated_angled_53ft_az135_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_53ft_az135,53.0,135.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.48307805786314484,0.4398540310832514,0.20627630517681458
sloper_20_to_40_feed20_end40_dedicated_angled_53ft_az180_cfrp_5e3_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_53ft_az180,53.0,180.0,19.5,cfrp_5e3_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.48630854437000454,0.42148944101584784,0.1768010989122749
sloper_20_to_40_feed20_end40_coax_return_19.5ft_vertical_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,coax_return,coax_return_19.5ft_vertical,19.5,,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.482692171294782,0.2683929821457511,0.10407502765117961
sloper_20_to_40_feed20_end40_dedicated_vertical_19.5ft_vertical_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_vertical,dedicated_vertical_19.5ft_vertical,19.5,,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.4373952087125824,0.1692785433080743,0.10312832919280665
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az90,21.0,90.0,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5350948413855752,0.44393034380402857,0.09707924142083482
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az135,21.0,135.0,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5365050915279042,0.47081410405923396,0.10632904429348429
sloper_20_to_40_feed20_end40_dedicated_angled_21ft_az180_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_21ft_az180,21.0,180.0,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5386321844864961,0.4683034779298661,0.11126388542451285
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az90,25.0,90.0,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5233109751755176,0.43523573400630566,0.15206620854584016
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az135,25.0,135.0,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5401118296168408,0.4231923568818952,0.09805102355568766
sloper_20_to_40_feed20_end40_dedicated_angled_25ft_az180_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_25ft_az180,25.0,180.0,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5401239680431454,0.4167889357542121,0.10049067163323153
sloper_20_to_40_feed20_end40_dedicated_angled_29ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_29ft_az90,29.0,90.0,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5329433349414691,0.4252962509780651,0.12313560498276951
sloper_20_to_40_feed20_end40_dedicated_angled_29ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_29ft_az135,29.0,135.0,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5475346570815842,0.4283575648832589,0.08837004569443035
sloper_20_to_40_feed20_end40_dedicated_angled_29ft_az180_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_29ft_az180,29.0,180.0,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5451354518569961,0.410690247820946,0.08997194803387414
sloper_20_to_40_feed20_end40_dedicated_angled_33ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_33ft_az90,33.0,90.0,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5400036157228827,0.46862567261083876,0.14115377132661688
sloper_20_to_40_feed20_end40_dedicated_angled_33ft_az135_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_33ft_az135,33.0,135.0,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5418083115976183,0.4735236698861974,0.12339012901654643
sloper_20_to_40_feed20_end40_dedicated_angled_33ft_az180_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_33ft_az180,33.0,180.0,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5417261397012806,0.4537418392937825,0.13276177297496525
sloper_20_to_40_feed20_end40_dedicated_angled_37ft_az90_cfrp_5e4_3in,sloper_20_to_40,20.0,40.0,dedicated_angled,dedicated_angled_37ft_az90,37.0,90.0,19.5,cfrp_5e4_3in,kx2,"40m,30m,20m,17m,15m,12m,10m",7,0,0,7,0.5550375930224631,0.4188675996350902,0.11805110424800608
