radiator_total_ft,feedline_ft,valid_fraction,worst_band_line_efficiency_p10,worst_band_line_efficiency_median,weighted_line_efficiency_p10,weighted_line_efficiency_median,maximum_raw_swr_p90,maximum_raw_swr_median,match_proxy_feasible
57.0,27.5,1.0,0.5433214544346268,0.7590547848635616,0.833827256611545,0.9096910537666094,55.830367899164486,51.53893346177243,False
57.0,28.0,1.0,0.5388500400482126,0.7559880325950157,0.8315259514665818,0.9083457971913578,44.97896401418626,38.848458566928514,True
57.0,28.5,1.0,0.5344516719288781,0.7529523135519257,0.8292414723777164,0.9070085939214139,40.51939392669162,35.00044187056299,True
57.5,27.5,1.0,0.5808017602661403,0.777237693726792,0.8396097358529644,0.9118001092258599,52.988669355112904,49.57659500840494,False
57.5,28.0,1.0,0.576408416101806,0.7744516112834285,0.8373753614863197,0.9104937330479115,33.281856554685234,31.421158828589146,True
57.5,28.5,1.0,0.5720810344962666,0.7716946725608429,0.8351584765293122,0.9091952976376146,30.023650677095,28.117771159977416,True
58.0,27.5,1.0,0.5359812370834096,0.7390578509142895,0.8388945222202703,0.9113523720135672,58.13830389964019,56.961802137399914,False
58.0,28.0,1.0,0.5314987242807133,0.7360762317296139,0.8366828965530144,0.9100532504907347,32.46746080158017,32.46746080157973,True
58.0,28.5,1.0,0.5270905931945291,0.7331310749322475,0.834489102642135,0.9087622827986173,24.670506480210314,24.58973421647468,True
