geometry,radiator_ft,band,frequency_hz,resistance_ohm,reactance_ohm,nec_efficiency,center_height_ft,end_height_ft,included_angle_deg
carolina_20_5,59.5,40m,7050000,38.185,-171.98,0.8054000000000001,20.0,5.0,119.44325504676634
carolina_20_5,59.5,30m,10120000,133.0,460.08,0.8837999999999999,20.0,5.0,119.44325504676634
carolina_20_5,59.5,20m,14050000,1849.6,2245.5,0.9270999999999999,20.0,5.0,119.44325504676634
carolina_20_5,59.5,17m,18080000,568.17,-1546.6,0.9262999999999999,20.0,5.0,119.44325504676634
carolina_20_5,59.5,15m,21050000,139.07,-614.05,0.8874,20.0,5.0,119.44325504676634
carolina_20_5,59.5,12m,24910000,96.513,67.374,0.8362,20.0,5.0,119.44325504676634
carolina_20_5,59.5,10m,28050000,306.66,780.75,0.8808,20.0,5.0,119.44325504676634
carolina_20_5,60.0,40m,7050000,39.085,-159.91,0.8069,20.0,5.0,120.00000000000001
carolina_20_5,60.0,30m,10120000,138.26,481.27,0.8847,20.0,5.0,120.00000000000001
carolina_20_5,60.0,20m,14050000,2083.4,2304.2,0.9272,20.0,5.0,120.00000000000001
carolina_20_5,60.0,17m,18080000,513.15,-1474.9,0.9246,20.0,5.0,120.00000000000001
carolina_20_5,60.0,15m,21050000,130.42,-577.51,0.8824,20.0,5.0,120.00000000000001
carolina_20_5,60.0,12m,24910000,99.958,104.74,0.8362,20.0,5.0,120.00000000000001
carolina_20_5,60.0,10m,28050000,349.63,858.82,0.8837,20.0,5.0,120.00000000000001
carolina_20_5,60.5,40m,7050000,40.0,-147.9,0.8083,20.0,5.0,120.5460234577535
carolina_20_5,60.5,30m,10120000,143.76,502.8,0.8856,20.0,5.0,120.5460234577535
carolina_20_5,60.5,20m,14050000,2351.0,2343.2,0.9273,20.0,5.0,120.5460234577535
carolina_20_5,60.5,17m,18080000,464.96,-1406.9,0.9227,20.0,5.0,120.5460234577535
carolina_20_5,60.5,15m,21050000,122.65,-541.97,0.8772,20.0,5.0,120.5460234577535
carolina_20_5,60.5,12m,24910000,104.3,142.83,0.8370000000000001,20.0,5.0,120.5460234577535
carolina_20_5,60.5,10m,28050000,401.48,942.44,0.8865999999999999,20.0,5.0,120.5460234577535
carolina_20_5,61.0,40m,7050000,40.932,-135.94,0.8097,20.0,5.0,121.08165017649222
carolina_20_5,61.0,30m,10120000,149.51,524.71,0.8864,20.0,5.0,121.08165017649222
carolina_20_5,61.0,20m,14050000,2654.8,2352.6,0.9273,20.0,5.0,121.08165017649222
carolina_20_5,61.0,17m,18080000,422.58,-1342.5,0.9207,20.0,5.0,121.08165017649222
carolina_20_5,61.0,15m,21050000,115.69,-507.33,0.8719,20.0,5.0,121.08165017649222
carolina_20_5,61.0,12m,24910000,109.58,181.75,0.8382999999999999,20.0,5.0,121.08165017649222
carolina_20_5,61.0,10m,28050000,464.44,1032.0,0.8893000000000001,20.0,5.0,121.08165017649222
carolina_20_5,61.5,40m,7050000,41.881,-124.03,0.8109999999999999,20.0,5.0,121.60719118073568
carolina_20_5,61.5,30m,10120000,155.52,547.01,0.8872,20.0,5.0,121.60719118073568
carolina_20_5,61.5,20m,14050000,2995.0,2319.4,0.9273,20.0,5.0,121.60719118073568
carolina_20_5,61.5,17m,18080000,385.16,-1281.4,0.9186,20.0,5.0,121.60719118073568
carolina_20_5,61.5,15m,21050000,109.48,-473.49,0.8663,20.0,5.0,121.60719118073568
carolina_20_5,61.5,12m,24910000,115.93,221.64,0.8403,20.0,5.0,121.60719118073568
carolina_20_5,61.5,10m,28050000,541.3,1127.9,0.8918,20.0,5.0,121.60719118073568
carolina_20_5,62.0,40m,7050000,42.847,-112.16,0.8123,20.0,5.0,122.12294451963872
carolina_20_5,62.0,30m,10120000,161.83,569.73,0.888,20.0,5.0,122.12294451963872
carolina_20_5,62.0,20m,14050000,3367.9,2227.8,0.9272,20.0,5.0,122.12294451963872
carolina_20_5,62.0,17m,18080000,351.99,-1223.3,0.9163,20.0,5.0,122.12294451963872
carolina_20_5,62.0,15m,21050000,103.97,-440.37,0.8606999999999999,20.0,5.0,122.12294451963872
carolina_20_5,62.0,12m,24910000,123.42,262.63,0.8427,20.0,5.0,122.12294451963872
carolina_20_5,62.0,10m,28050000,635.92,1229.9,0.8942,20.0,5.0,122.12294451963872
carolina_20_5,62.5,40m,7050000,43.831,-100.33,0.8136,20.0,5.0,122.62919597176213
carolina_20_5,62.5,30m,10120000,168.44,592.88,0.8887999999999999,20.0,5.0,122.62919597176213
carolina_20_5,62.5,20m,14050000,3763.1,2059.5,0.9270999999999999,20.0,5.0,122.62919597176213
carolina_20_5,62.5,17m,18080000,322.5,-1168.2,0.9138,20.0,5.0,122.62919597176213
carolina_20_5,62.5,15m,21050000,99.097,-407.89,0.855,20.0,5.0,122.62919597176213
carolina_20_5,62.5,12m,24910000,132.2,304.86,0.8454999999999999,20.0,5.0,122.62919597176213
carolina_20_5,62.5,10m,28050000,753.29,1337.3,0.8964,20.0,5.0,122.62919597176213
carolina_20_5,63.0,40m,7050000,44.833,-88.541,0.8148000000000001,20.0,5.0,123.12621970228926
carolina_20_5,63.0,30m,10120000,175.38,616.5,0.8895000000000001,20.0,5.0,123.12621970228926
carolina_20_5,63.0,20m,14050000,4161.4,1797.1,0.927,20.0,5.0,123.12621970228926
carolina_20_5,63.0,17m,18080000,296.18,-1115.7,0.9112,20.0,5.0,123.12621970228926
carolina_20_5,63.0,15m,21050000,94.815,-375.98,0.8492000000000001,20.0,5.0,123.12621970228926
carolina_20_5,63.0,12m,24910000,142.41,348.51,0.8486,20.0,5.0,123.12621970228926
carolina_20_5,63.0,10m,28050000,899.97,1448.1,0.8984000000000001,20.0,5.0,123.12621970228926
carolina_20_5,63.5,40m,7050000,45.853,-76.781,0.816,20.0,5.0,123.61427887653562
carolina_20_5,63.5,30m,10120000,182.66,640.62,0.8902,20.0,5.0,123.61427887653562
carolina_20_5,63.5,20m,14050000,4532.9,1428.9,0.9268000000000001,20.0,5.0,123.61427887653562
carolina_20_5,63.5,17m,18080000,272.65,-1065.6,0.9084,20.0,5.0,123.61427887653562
carolina_20_5,63.5,15m,21050000,91.119,-344.55,0.8436,20.0,5.0,123.61427887653562
carolina_20_5,63.5,12m,24910000,154.27,393.73,0.8519,20.0,5.0,123.61427887653562
carolina_20_5,63.5,10m,28050000,1084.2,1557.9,0.9003,20.0,5.0,123.61427887653562
carolina_20_5,64.0,40m,7050000,46.893,-65.05,0.8172,20.0,5.0,124.09362623323774
carolina_20_5,64.0,30m,10120000,190.32,665.25,0.8909,20.0,5.0,124.09362623323774
carolina_20_5,64.0,20m,14050000,4839.2,954.97,0.9265000000000001,20.0,5.0,124.09362623323774
carolina_20_5,64.0,17m,18080000,251.53,-1017.8,0.9054000000000001,20.0,5.0,124.09362623323774
carolina_20_5,64.0,15m,21050000,87.965,-313.55,0.838,20.0,5.0,124.09362623323774
carolina_20_5,64.0,12m,24910000,167.97,440.72,0.8554,20.0,5.0,124.09362623323774
carolina_20_5,64.0,10m,28050000,1316.2,1658.7,0.902,20.0,5.0,124.09362623323774
carolina_20_5,64.5,40m,7050000,47.953,-53.345,0.8183,20.0,5.0,124.56450462078092
carolina_20_5,64.5,30m,10120000,198.38,690.44,0.8915000000000001,20.0,5.0,124.56450462078092
carolina_20_5,64.5,20m,14050000,5039.7,394.21,0.9262,20.0,5.0,124.56450462078092
carolina_20_5,64.5,17m,18080000,232.55,-972.12,0.9022,20.0,5.0,124.56450462078092
carolina_20_5,64.5,15m,21050000,85.329,-282.91,0.8327,20.0,5.0,124.56450462078092
carolina_20_5,64.5,12m,24910000,183.79,489.69,0.8590000000000001,20.0,5.0,124.56450462078092
carolina_20_5,64.5,10m,28050000,1606.6,1735.6,0.9034,20.0,5.0,124.56450462078092
carolina_20_5,65.0,40m,7050000,49.034,-41.661,0.8195,20.0,5.0,125.02714749923744
carolina_20_5,65.0,30m,10120000,206.87,716.21,0.8920999999999999,20.0,5.0,125.02714749923744
carolina_20_5,65.0,20m,14050000,5102.8,-215.04,0.9259000000000001,20.0,5.0,125.02714749923744
carolina_20_5,65.0,17m,18080000,215.44,-928.31,0.8987999999999999,20.0,5.0,125.02714749923744
carolina_20_5,65.0,15m,21050000,83.194,-252.57,0.8277,20.0,5.0,125.02714749923744
carolina_20_5,65.0,12m,24910000,202.06,540.85,0.8626,20.0,5.0,125.02714749923744
carolina_20_5,65.0,10m,28050000,1965.0,1763.8,0.9047,20.0,5.0,125.02714749923744
pulaski_30_10,40.5,40m,7050000,4.3142,-751.37,0.11199999999999999,30.0,10.0,18.024902998504132
pulaski_30_10,40.5,30m,10120000,6.8351,-300.82,0.2095,30.0,10.0,18.024902998504132
pulaski_30_10,40.5,20m,14050000,13.917,166.62,0.33159999999999995,30.0,10.0,18.024902998504132
pulaski_30_10,40.5,17m,18080000,42.921,887.27,0.4355,30.0,10.0,18.024902998504132
pulaski_30_10,40.5,15m,21050000,256.06,2759.5,0.5052,30.0,10.0,18.024902998504132
pulaski_30_10,40.5,12m,24910000,313.6,-3218.5,0.5859000000000001,30.0,10.0,18.024902998504132
pulaski_30_10,40.5,10m,28050000,53.633,-1137.4,0.6257,30.0,10.0,18.024902998504132
pulaski_30_10,41.0,40m,7050000,4.8786,-745.44,0.1957,30.0,10.0,25.36076698363964
pulaski_30_10,41.0,30m,10120000,8.4517,-282.77,0.33990000000000004,30.0,10.0,25.36076698363964
pulaski_30_10,41.0,20m,14050000,19.348,209.48,0.4921,30.0,10.0,25.36076698363964
pulaski_30_10,41.0,17m,18080000,69.034,1017.1,0.6015,30.0,10.0,25.36076698363964
pulaski_30_10,41.0,15m,21050000,559.99,3507.0,0.6655,30.0,10.0,25.36076698363964
pulaski_30_10,41.0,12m,24910000,320.93,-2689.0,0.7295999999999999,30.0,10.0,25.36076698363964
pulaski_30_10,41.0,10m,28050000,71.921,-1049.9,0.7556999999999999,30.0,10.0,25.36076698363964
pulaski_30_10,41.5,40m,7050000,5.4501,-731.25,0.2645,30.0,10.0,30.903386861889064
pulaski_30_10,41.5,30m,10120000,10.105,-262.68,0.43170000000000003,30.0,10.0,30.903386861889064
pulaski_30_10,41.5,20m,14050000,25.107,247.42,0.5884,30.0,10.0,30.903386861889064
pulaski_30_10,41.5,17m,18080000,100.02,1134.2,0.6898000000000001,30.0,10.0,30.903386861889064
pulaski_30_10,41.5,15m,21050000,1106.5,4365.8,0.7445,30.0,10.0,30.903386861889064
pulaski_30_10,41.5,12m,24910000,315.92,-2333.3,0.7944,30.0,10.0,30.903386861889064
pulaski_30_10,41.5,10m,28050000,84.423,-969.51,0.8114,30.0,10.0,30.903386861889064
pulaski_30_10,42.0,40m,7050000,6.0289,-714.66,0.32170000000000004,30.0,10.0,35.50558032389337
pulaski_30_10,42.0,30m,10120000,11.799,-242.35,0.49979999999999997,30.0,10.0,35.50558032389337
pulaski_30_10,42.0,20m,14050000,31.229,283.34,0.6527,30.0,10.0,35.50558032389337
pulaski_30_10,42.0,17m,18080000,136.97,1250.6,0.7447,30.0,10.0,35.50558032389337
pulaski_30_10,42.0,15m,21050000,2134.0,5372.6,0.7913,30.0,10.0,35.50558032389337
pulaski_30_10,42.0,12m,24910000,305.4,-2070.2,0.8309000000000001,30.0,10.0,35.50558032389337
pulaski_30_10,42.0,10m,28050000,93.118,-897.55,0.8418000000000001,30.0,10.0,35.50558032389337
pulaski_30_10,42.5,40m,7050000,6.6154,-697.21,0.36979999999999996,30.0,10.0,39.49984559128514
pulaski_30_10,42.5,30m,10120000,13.537,-222.14,0.5524,30.0,10.0,39.49984559128514
pulaski_30_10,42.5,20m,14050000,37.748,318.28,0.6987000000000001,30.0,10.0,39.49984559128514
pulaski_30_10,42.5,17m,18080000,181.25,1370.7,0.782,30.0,10.0,39.49984559128514
pulaski_30_10,42.5,15m,21050000,4107.7,6309.1,0.8223,30.0,10.0,39.49984559128514
pulaski_30_10,42.5,12m,24910000,292.94,-1864.2,0.8541,30.0,10.0,39.49984559128514
pulaski_30_10,42.5,10m,28050000,99.179,-832.66,0.8604999999999999,30.0,10.0,39.49984559128514
pulaski_30_10,43.0,40m,7050000,7.2096,-679.51,0.4108,30.0,10.0,43.05780881114396
pulaski_30_10,43.0,30m,10120000,15.321,-202.16,0.5941,30.0,10.0,43.05780881114396
pulaski_30_10,43.0,20m,14050000,44.699,352.79,0.7332,30.0,10.0,43.05780881114396
pulaski_30_10,43.0,17m,18080000,234.64,1497.3,0.809,30.0,10.0,43.05780881114396
pulaski_30_10,43.0,15m,21050000,7492.6,6079.2,0.8442000000000001,30.0,10.0,43.05780881114396
pulaski_30_10,43.0,12m,24910000,279.84,-1696.9,0.8698999999999999,30.0,10.0,43.05780881114396
pulaski_30_10,43.0,10m,28050000,103.37,-773.5,0.8729,30.0,10.0,43.05780881114396
pulaski_30_10,43.5,40m,7050000,7.8117,-661.82,0.4462,30.0,10.0,46.28208205341879
pulaski_30_10,43.5,30m,10120000,17.155,-182.43,0.6281,30.0,10.0,46.28208205341879
pulaski_30_10,43.5,20m,14050000,52.121,387.19,0.76,30.0,10.0,46.28208205341879
pulaski_30_10,43.5,17m,18080000,299.44,1632.3,0.8294,30.0,10.0,46.28208205341879
pulaski_30_10,43.5,15m,21050000,10707.0,2650.1,0.8604,30.0,10.0,46.28208205341879
pulaski_30_10,43.5,12m,24910000,266.95,-1557.0,0.8812000000000001,30.0,10.0,46.28208205341879
pulaski_30_10,43.5,10m,28050000,106.19,-719.02,0.8813,30.0,10.0,46.28208205341879
pulaski_30_10,44.0,40m,7050000,8.4223,-644.27,0.4771,30.0,10.0,49.23995465731421
pulaski_30_10,44.0,30m,10120000,19.04,-162.92,0.6564,30.0,10.0,49.23995465731421
pulaski_30_10,44.0,20m,14050000,60.059,421.7,0.7815000000000001,30.0,10.0,49.23995465731421
pulaski_30_10,44.0,17m,18080000,378.71,1777.6,0.8453,30.0,10.0,49.23995465731421
pulaski_30_10,44.0,15m,21050000,10074.0,-2101.7,0.8728,30.0,10.0,49.23995465731421
pulaski_30_10,44.0,12m,24910000,254.53,-1437.5,0.8895000000000001,30.0,10.0,49.23995465731421
pulaski_30_10,44.0,10m,28050000,108.01,-668.37,0.8872,30.0,10.0,49.23995465731421
pulaski_30_10,44.5,40m,7050000,9.0411,-626.91,0.5042,30.0,10.0,51.978467167666025
pulaski_30_10,44.5,30m,10120000,20.979,-143.63,0.6801999999999999,30.0,10.0,51.978467167666025
pulaski_30_10,44.5,20m,14050000,68.558,456.5,0.7990999999999999,30.0,10.0,51.978467167666025
pulaski_30_10,44.5,17m,18080000,476.45,1934.5,0.8581,30.0,10.0,51.978467167666025
pulaski_30_10,44.5,15m,21050000,7286.5,-4290.8,0.8826,30.0,10.0,51.978467167666025
pulaski_30_10,44.5,12m,24910000,242.69,-1333.5,0.8956999999999999,30.0,10.0,51.978467167666025
pulaski_30_10,44.5,10m,28050000,109.1,-620.85,0.8913,30.0,10.0,51.978467167666025
pulaski_30_10,45.0,40m,7050000,9.6684,-609.76,0.5282,30.0,10.0,54.53208890146564
pulaski_30_10,45.0,30m,10120000,22.975,-124.52,0.7006,30.0,10.0,54.53208890146564
pulaski_30_10,45.0,20m,14050000,77.671,491.71,0.8138,30.0,10.0,54.53208890146564
pulaski_30_10,45.0,17m,18080000,598.05,2104.2,0.8686,30.0,10.0,54.53208890146564
pulaski_30_10,45.0,15m,21050000,5027.8,-4592.9,0.8904000000000001,30.0,10.0,54.53208890146564
pulaski_30_10,45.0,12m,24910000,231.55,-1241.7,0.9005,30.0,10.0,54.53208890146564
pulaski_30_10,45.0,10m,28050000,109.63,-575.94,0.8941,30.0,10.0,54.53208890146564
pulaski_30_10,45.5,40m,7050000,10.305,-592.87,0.5497,30.0,10.0,56.92700646382278
pulaski_30_10,45.5,30m,10120000,25.029,-105.58,0.7182,30.0,10.0,56.92700646382278
pulaski_30_10,45.5,20m,14050000,87.46,527.47,0.8262,30.0,10.0,56.92700646382278
pulaski_30_10,45.5,17m,18080000,750.7,2287.5,0.8773000000000001,30.0,10.0,56.92700646382278
pulaski_30_10,45.5,15m,21050000,3587.3,-4290.5,0.8968,30.0,10.0,56.92700646382278
pulaski_30_10,45.5,12m,24910000,221.09,-1159.6,0.904,30.0,10.0,56.92700646382278
pulaski_30_10,45.5,10m,28050000,109.76,-533.2,0.8959,30.0,10.0,56.92700646382278
pulaski_30_10,46.0,40m,7050000,10.95,-576.23,0.5689,30.0,10.0,59.18369158790147
pulaski_30_10,46.0,30m,10120000,27.146,-86.788,0.7337,30.0,10.0,59.18369158790147
pulaski_30_10,46.0,20m,14050000,97.992,563.9,0.8369,30.0,10.0,59.18369158790147
pulaski_30_10,46.0,17m,18080000,944.08,2483.6,0.8845999999999999,30.0,10.0,59.18369158790147
pulaski_30_10,46.0,15m,21050000,2678.9,-3873.3,0.902,30.0,10.0,59.18369158790147
pulaski_30_10,46.0,12m,24910000,211.27,-1085.4,0.9067000000000001,30.0,10.0,59.18369158790147
pulaski_30_10,46.0,10m,28050000,109.62,-492.25,0.8969,30.0,10.0,59.18369158790147
pulaski_30_10,46.5,40m,7050000,11.605,-559.83,0.5863,30.0,10.0,61.31852461070007
pulaski_30_10,46.5,30m,10120000,29.328,-68.121,0.7473000000000001,30.0,10.0,61.31852461070007
pulaski_30_10,46.5,20m,14050000,109.34,601.09,0.8461,30.0,10.0,61.31852461070007
pulaski_30_10,46.5,17m,18080000,1191.0,2689.5,0.8908,30.0,10.0,61.31852461070007
pulaski_30_10,46.5,15m,21050000,2083.2,-3478.1,0.9063,30.0,10.0,61.31852461070007
pulaski_30_10,46.5,12m,24910000,202.09,-1017.7,0.9086,30.0,10.0,61.31852461070007
pulaski_30_10,46.5,10m,28050000,109.28,-452.78,0.8973,30.0,10.0,61.31852461070007
pulaski_30_10,47.0,40m,7050000,12.27,-543.67,0.6021,30.0,10.0,63.34486685283321
pulaski_30_10,47.0,30m,10120000,31.577,-49.559,0.7593000000000001,30.0,10.0,63.34486685283321
pulaski_30_10,47.0,20m,14050000,121.59,639.14,0.8542000000000001,30.0,10.0,63.34486685283321
pulaski_30_10,47.0,17m,18080000,1508.2,2897.6,0.8962,30.0,10.0,63.34486685283321
pulaski_30_10,47.0,15m,21050000,1674.2,-3134.2,0.9098999999999999,30.0,10.0,63.34486685283321
pulaski_30_10,47.0,12m,24910000,193.5,-955.39,0.9098999999999999,30.0,10.0,63.34486685283321
pulaski_30_10,47.0,10m,28050000,108.83,-414.53,0.8972,30.0,10.0,63.34486685283321
pulaski_30_10,47.5,40m,7050000,12.945,-527.75,0.6164999999999999,30.0,10.0,65.27379500710747
pulaski_30_10,47.5,30m,10120000,33.898,-31.084,0.7701,30.0,10.0,65.27379500710747
pulaski_30_10,47.5,20m,14050000,134.83,678.17,0.8613,30.0,10.0,65.27379500710747
pulaski_30_10,47.5,17m,18080000,1916.4,3092.0,0.9007999999999999,30.0,10.0,65.27379500710747
pulaski_30_10,47.5,15m,21050000,1381.4,-2841.6,0.9129,30.0,10.0,65.27379500710747
pulaski_30_10,47.5,12m,24910000,185.47,-897.64,0.9107,30.0,10.0,65.27379500710747
pulaski_30_10,47.5,10m,28050000,108.35,-377.26,0.8966,30.0,10.0,65.27379500710747
pulaski_30_10,48.0,40m,7050000,13.63,-512.05,0.6297,30.0,10.0,67.11461952384143
pulaski_30_10,48.0,30m,10120000,36.293,-12.678,0.7798999999999999,30.0,10.0,67.11461952384143
pulaski_30_10,48.0,20m,14050000,149.17,718.27,0.8676,30.0,10.0,67.11461952384143
pulaski_30_10,48.0,17m,18080000,2438.2,3242.9,0.9048,30.0,10.0,67.11461952384143
pulaski_30_10,48.0,15m,21050000,1164.1,-2592.7,0.9154000000000001,30.0,10.0,67.11461952384143
pulaski_30_10,48.0,12m,24910000,177.96,-843.72,0.9111,30.0,10.0,67.11461952384143
pulaski_30_10,48.0,10m,28050000,107.87,-340.77,0.8956999999999999,30.0,10.0,67.11461952384143
pulaski_30_10,48.5,40m,7050000,14.325,-496.58,0.6418,30.0,10.0,68.87526008137304
pulaski_30_10,48.5,30m,10120000,38.766,5.6757,0.7887000000000001,30.0,10.0,68.87526008137304
pulaski_30_10,48.5,20m,14050000,164.74,759.55,0.8732,30.0,10.0,68.87526008137304
pulaski_30_10,48.5,17m,18080000,3090.9,3298.4,0.9084,30.0,10.0,68.87526008137304
pulaski_30_10,48.5,15m,21050000,997.88,-2379.7,0.9174,30.0,10.0,68.87526008137304
pulaski_30_10,48.5,12m,24910000,170.95,-793.07,0.9111,30.0,10.0,68.87526008137304
pulaski_30_10,48.5,10m,28050000,107.47,-304.87,0.8945000000000001,30.0,10.0,68.87526008137304
pulaski_30_10,49.0,40m,7050000,15.032,-481.31,0.653,30.0,10.0,70.56252365453206
pulaski_30_10,49.0,30m,10120000,41.321,23.993,0.7966,30.0,10.0,70.56252365453206
pulaski_30_10,49.0,20m,14050000,181.67,802.11,0.8783,30.0,10.0,70.56252365453206
pulaski_30_10,49.0,17m,18080000,3868.9,3179.2,0.9114,30.0,10.0,70.56252365453206
pulaski_30_10,49.0,15m,21050000,867.51,-2195.7,0.9190999999999999,30.0,10.0,70.56252365453206
pulaski_30_10,49.0,12m,24910000,164.42,-745.21,0.9107999999999999,30.0,10.0,70.56252365453206
pulaski_30_10,49.0,10m,28050000,107.17,-269.39,0.893,30.0,10.0,70.56252365453206
pulaski_30_10,49.5,40m,7050000,15.749,-466.25,0.6634,30.0,10.0,72.18231447551639
pulaski_30_10,49.5,30m,10120000,43.961,42.29,0.8039000000000001,30.0,10.0,72.18231447551639
pulaski_30_10,49.5,20m,14050000,200.11,846.07,0.8828,30.0,10.0,72.18231447551639
pulaski_30_10,49.5,17m,18080000,4713.2,2787.2,0.9140999999999999,30.0,10.0,72.18231447551639
pulaski_30_10,49.5,15m,21050000,763.01,-2035.4,0.9205,30.0,10.0,72.18231447551639
pulaski_30_10,49.5,12m,24910000,158.34,-699.76,0.9102,30.0,10.0,72.18231447551639
pulaski_30_10,49.5,10m,28050000,107.04,-234.19,0.8913,30.0,10.0,72.18231447551639
pulaski_30_10,50.0,40m,7050000,16.478,-451.38,0.6729999999999999,30.0,10.0,73.73979529168804
pulaski_30_10,50.0,30m,10120000,46.691,60.581,0.8106,30.0,10.0,73.73979529168804
pulaski_30_10,50.0,20m,14050000,220.25,891.56,0.887,30.0,10.0,73.73979529168804
pulaski_30_10,50.0,17m,18080000,5482.7,2050.2,0.9165000000000001,30.0,10.0,73.73979529168804
pulaski_30_10,50.0,15m,21050000,677.7,-1894.4,0.9215000000000001,30.0,10.0,73.73979529168804
pulaski_30_10,50.0,12m,24910000,152.67,-656.39,0.9093000000000001,30.0,10.0,73.73979529168804
pulaski_30_10,50.0,10m,28050000,107.12,-199.09,0.8894,30.0,10.0,73.73979529168804
pulaski_30_10,50.5,40m,7050000,17.218,-436.7,0.6819,30.0,10.0,75.23951310117475
pulaski_30_10,50.5,30m,10120000,49.515,78.882,0.8168000000000001,30.0,10.0,75.23951310117475
pulaski_30_10,50.5,20m,14050000,242.3,938.68,0.8906999999999999,30.0,10.0,75.23951310117475
pulaski_30_10,50.5,17m,18080000,5975.7,1002.9,0.9186,30.0,10.0,75.23951310117475
pulaski_30_10,50.5,15m,21050000,606.97,-1769.2,0.9223,30.0,10.0,75.23951310117475
pulaski_30_10,50.5,12m,24910000,147.42,-614.79,0.9081999999999999,30.0,10.0,75.23951310117475
pulaski_30_10,50.5,10m,28050000,107.46,-163.98,0.8874,30.0,10.0,75.23951310117475
pulaski_30_10,51.0,40m,7050000,17.971,-422.19,0.6903,30.0,10.0,76.68549852093558
pulaski_30_10,51.0,30m,10120000,52.438,97.206,0.8225,30.0,10.0,76.68549852093558
pulaski_30_10,51.0,20m,14050000,266.48,987.57,0.8942,30.0,10.0,76.68549852093558
pulaski_30_10,51.0,17m,18080000,6039.4,-171.19,0.9205,30.0,10.0,76.68549852093558
pulaski_30_10,51.0,15m,21050000,547.51,-1657.2,0.9229,30.0,10.0,76.68549852093558
pulaski_30_10,51.0,12m,24910000,142.56,-574.74,0.9068,30.0,10.0,76.68549852093558
pulaski_30_10,51.0,10m,28050000,108.11,-128.7,0.8854000000000001,30.0,10.0,76.68549852093558
pulaski_30_10,51.5,40m,7050000,18.735,-407.85,0.6981,30.0,10.0,78.08134527271805
pulaski_30_10,51.5,30m,10120000,55.464,115.57,0.8277,30.0,10.0,78.08134527271805
pulaski_30_10,51.5,20m,14050000,293.07,1038.4,0.8973,30.0,10.0,78.08134527271805
pulaski_30_10,51.5,17m,18080000,5684.7,-1226.5,0.9220999999999999,30.0,10.0,78.08134527271805
pulaski_30_10,51.5,15m,21050000,496.94,-1556.3,0.9231999999999999,30.0,10.0,78.08134527271805
pulaski_30_10,51.5,12m,24910000,138.08,-536.01,0.9052,30.0,10.0,78.08134527271805
pulaski_30_10,51.5,10m,28050000,109.12,-93.12,0.8834000000000001,30.0,10.0,78.08134527271805
pulaski_30_10,52.0,40m,7050000,19.513,-393.68,0.7055,30.0,10.0,79.43027446365242
pulaski_30_10,52.0,30m,10120000,58.599,133.98,0.8326,30.0,10.0,79.43027446365242
pulaski_30_10,52.0,20m,14050000,322.38,1091.2,0.9002,30.0,10.0,79.43027446365242
pulaski_30_10,52.0,17m,18080000,5066.5,-2003.1,0.9235,30.0,10.0,79.43027446365242
pulaski_30_10,52.0,15m,21050000,453.49,-1464.6,0.9233,30.0,10.0,79.43027446365242
pulaski_30_10,52.0,12m,24910000,133.98,-498.42,0.9035,30.0,10.0,79.43027446365242
pulaski_30_10,52.0,10m,28050000,110.54,-57.104,0.8813,30.0,10.0,79.43027446365242
pulaski_30_10,52.5,40m,7050000,20.303,-379.65,0.7123999999999999,30.0,10.0,80.73518708837112
pulaski_30_10,52.5,30m,10120000,61.848,152.46,0.8371999999999999,30.0,10.0,80.73518708837112
pulaski_30_10,52.5,20m,14050000,354.77,1146.2,0.9028,30.0,10.0,80.73518708837112
pulaski_30_10,52.5,17m,18080000,4363.1,-2478.4,0.9247,30.0,10.0,80.73518708837112
pulaski_30_10,52.5,15m,21050000,415.82,-1380.8,0.9231999999999999,30.0,10.0,80.73518708837112
pulaski_30_10,52.5,12m,24910000,130.24,-461.81,0.9015000000000001,30.0,10.0,80.73518708837112
pulaski_30_10,52.5,10m,28050000,112.45,-20.508,0.8794,30.0,10.0,80.73518708837112
pulaski_30_10,53.0,40m,7050000,21.106,-365.78,0.7188,30.0,10.0,81.99870730040935
pulaski_30_10,53.0,30m,10120000,65.217,171.02,0.8414,30.0,10.0,81.99870730040935
pulaski_30_10,53.0,20m,14050000,390.68,1203.5,0.9052,30.0,10.0,81.99870730040935
pulaski_30_10,53.0,17m,18080000,3693.8,-2712.8,0.9257,30.0,10.0,81.99870730040935
pulaski_30_10,53.0,15m,21050000,382.91,-1303.9,0.9229999999999999,30.0,10.0,81.99870730040935
pulaski_30_10,53.0,12m,24910000,126.87,-426.03,0.8994,30.0,10.0,81.99870730040935
pulaski_30_10,53.0,10m,28050000,114.92,16.817,0.8775,30.0,10.0,81.99870730040935
pulaski_30_10,53.5,40m,7050000,21.923,-352.04,0.725,30.0,10.0,83.22321837223863
pulaski_30_10,53.5,30m,10120000,68.713,189.67,0.8454,30.0,10.0,83.22321837223863
pulaski_30_10,53.5,20m,14050000,430.58,1263.2,0.9075,30.0,10.0,83.22321837223863
pulaski_30_10,53.5,17m,18080000,3110.9,-2784.8,0.9266,30.0,10.0,83.22321837223863
pulaski_30_10,53.5,15m,21050000,353.93,-1232.7,0.9226000000000001,30.0,10.0,83.22321837223863
pulaski_30_10,53.5,12m,24910000,123.87,-390.93,0.8972,30.0,10.0,83.22321837223863
pulaski_30_10,53.5,10m,28050000,118.02,55.024,0.8759,30.0,10.0,83.22321837223863
