candidate,radiator_ft,counterpoise_ft,deployment,ground,conductivity,band,frequency_hz,resistance_ohm,reactance_ohm,raw_swr,minimum_q,inside_empirical_kh1_separator,nec_efficiency
53r-17c,53.0,17.0,20ft,average,ccs_mid,17m,18080000,2502.6,278.01,50.669917745594205,7.047671537446696,False,0.8604999999999999
53r-17c,53.0,17.0,20ft,average,ccs_mid,15m,21050000,219.16,137.14,6.165465039358057,2.258210571334352,True,0.8702
53r-17c,53.0,17.0,20ft,average,copper,40m,7050000,149.61,180.71,7.559617948806279,2.521447502299254,True,0.9167000000000001
53r-17c,53.0,17.0,20ft,average,copper,30m,10120000,271.17,-1098.9,94.66173602156317,9.668914818822614,False,0.9197
53r-17c,53.0,17.0,20ft,average,copper,20m,14050000,99.504,76.472,3.3713815093015866,1.4715649687144128,True,0.9288
53r-17c,53.0,17.0,20ft,average,copper,17m,18080000,2585.0,447.29,53.24848003689332,7.228272100294747,False,0.9254000000000001
53r-17c,53.0,17.0,20ft,average,copper,15m,21050000,208.99,126.31,5.772606213942841,2.169468205870305,True,0.9303
53r-17c,53.0,17.0,20ft,poor,ccs_mid,40m,7050000,188.44,164.52,6.758910241289749,2.37518981131598,True,0.8712000000000001
53r-17c,53.0,17.0,20ft,poor,ccs_mid,30m,10120000,309.91,-1100.5,84.50589475612023,9.129972129625322,False,0.8609
53r-17c,53.0,17.0,20ft,poor,ccs_mid,20m,14050000,113.41,76.715,3.4577324262840228,1.5185720512577348,True,0.8765000000000001
53r-17c,53.0,17.0,20ft,poor,ccs_mid,17m,18080000,2389.6,318.33,48.640490116989454,6.902182634235162,False,0.8684000000000001
53r-17c,53.0,17.0,20ft,poor,ccs_mid,15m,21050000,235.15,133.83,6.279710108164781,2.286115240264849,True,0.8783
53r-17c,53.0,17.0,20ft,poor,copper,40m,7050000,177.16,157.87,6.484832451077874,2.314477843481264,True,0.9312
53r-17c,53.0,17.0,20ft,poor,copper,30m,10120000,306.33,-1123.5,88.6898195745805,9.356167599903138,False,0.9255
53r-17c,53.0,17.0,20ft,poor,copper,20m,14050000,107.68,71.809,3.2698671644921156,1.4530489337086545,True,0.9340999999999999
53r-17c,53.0,17.0,20ft,poor,copper,17m,18080000,2452.9,474.59,50.89522054172014,7.063602814206485,False,0.9299
53r-17c,53.0,17.0,20ft,poor,copper,15m,21050000,224.74,123.12,5.89667635670736,2.2008598560740156,True,0.9348000000000001
53r-17c,53.0,17.0,30ft,average,ccs_mid,40m,7050000,183.25,196.2,8.014378697910233,2.620363169064529,True,0.8632
53r-17c,53.0,17.0,30ft,average,ccs_mid,30m,10120000,316.33,-1079.7,80.17699801501708,8.889961059396922,False,0.8708
53r-17c,53.0,17.0,30ft,average,ccs_mid,20m,14050000,103.4,71.389,3.227481876597125,1.4330952367655934,True,0.8640000000000001
53r-17c,53.0,17.0,30ft,average,ccs_mid,17m,18080000,2606.4,348.62,53.06093324240189,7.215302900883926,False,0.8563
53r-17c,53.0,17.0,30ft,average,ccs_mid,15m,21050000,207.01,129.78,5.837683126093679,2.183449046057108,True,0.8623999999999999
53r-17c,53.0,17.0,30ft,average,copper,40m,7050000,171.6,189.26,7.769414603121909,2.5703597292070106,True,0.9266
53r-17c,53.0,17.0,30ft,average,copper,30m,10120000,313.53,-1101.5,83.81438922019852,9.092130991867203,False,0.9311
53r-17c,53.0,17.0,30ft,average,copper,20m,14050000,97.768,66.32,3.037284200383399,1.362024566792611,True,0.9270999999999999
53r-17c,53.0,17.0,30ft,average,copper,17m,18080000,2684.2,537.25,55.83535897855423,7.405041610451268,False,0.9229999999999999
53r-17c,53.0,17.0,30ft,average,copper,15m,21050000,196.72,118.85,5.4408578426382395,2.0905702638419466,True,0.9259000000000001
53r-17c,53.0,17.0,30ft,poor,ccs_mid,40m,7050000,197.38,166.55,6.865983471410244,2.3996480071697834,True,0.877
53r-17c,53.0,17.0,30ft,poor,ccs_mid,30m,10120000,331.49,-1111.4,81.2930522361207,8.952905634357842,False,0.8695
53r-17c,53.0,17.0,30ft,poor,ccs_mid,20m,14050000,108.52,69.298,3.204079855626273,1.4336796630824333,True,0.8704000000000001
53r-17c,53.0,17.0,30ft,poor,ccs_mid,17m,18080000,2524.0,375.41,51.597169552305736,7.113138592401164,False,0.8622
53r-17c,53.0,17.0,30ft,poor,ccs_mid,15m,21050000,221.6,127.91,5.96665535554624,2.2155409429020017,True,0.8706
53r-17c,53.0,17.0,30ft,poor,copper,40m,7050000,185.99,160.02,6.590420702080859,2.3395137157205155,True,0.9344
53r-17c,53.0,17.0,30ft,poor,copper,30m,10120000,329.14,-1134.6,84.94601475301259,9.15455492608767,False,0.9304000000000001
53r-17c,53.0,17.0,30ft,poor,copper,20m,14050000,102.81,64.293,3.014978868762805,1.3639362660072474,True,0.9307
53r-17c,53.0,17.0,30ft,poor,copper,17m,18080000,2586.9,553.07,54.10373303634499,7.287172832857557,False,0.9264
53r-17c,53.0,17.0,30ft,poor,copper,15m,21050000,211.05,117.1,5.578084242748818,2.1261341859442,True,0.9304000000000001
