deployment,deployment_label,return_path,return_label,choke_position,ground,band,frequency_hz,antenna_resistance_ohm,antenna_reactance_ohm,antenna_raw_swr_50ohm,nec_radiation_efficiency,cache_hit,device,device_label,atu_profile,atu_profile_status,tuner_loss_envelope,tuner_objective,hardware_loss_envelope,transformer_primary_resistance_ohm,transformer_primary_reactance_ohm,tuner_load_resistance_ohm,tuner_load_reactance_ohm,raw_swr_at_tuner,coax_efficiency,coax_loss_db,transformer_loss_db,choke_loss_db,tuned_input_swr,match_success_swr_2p5,atu_topology,atu_inductance_uH,atu_capacitance_pF,atu_tuner_efficiency,atu_dissipation_loss_db,atu_residual_mismatch_efficiency,atu_transducer_efficiency,atu_total_loss_db,pa_forward_radiating_efficiency,pa_forward_total_loss_db
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,160m,1850000,12.995,-2642.7,10752.646555745572,0.8787999999999999,True,kx3,KX3 / KXAT3,kxat3,published,nominal,lowest_loss_swr_2p5,nominal,1.4438888888888888,-293.6333333333333,6.012847777699269,-101.20896463610055,42.48347086931466,0.03455009904638584,14.615507032756824,0.6,0.2,1.81713381778223,True,source_shunt,10.62,2683.0,0.7483591140565973,1.2588994782175358,0.9158660236842708,0.6853966860788995,1.6405799973271558,0.0173093733425076,17.617186547599253
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,160m,1850000,12.995,-2642.7,10752.646555745572,0.8787999999999999,True,kx3,KX3 / KXAT3,kxat3,published,nominal,lowest_loss_swr_2p5,conservative,1.4438888888888888,-293.6333333333333,6.012847777699269,-101.20896463610055,42.48347086931466,0.03455009904638584,14.615507032756824,1.2,0.5,1.81713381778223,True,source_shunt,10.62,2683.0,0.7483591140565973,1.2588994782175358,0.9158660236842708,0.6853966860788995,1.6405799973271558,0.014069586868467553,18.517186547599252
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,160m,1850000,12.995,-2642.7,10752.646555745572,0.8787999999999999,True,kx3,KX3 / KXAT3,kxat3,published,optimistic,best_swr,best,1.4438888888888888,-293.6333333333333,6.012847777699269,-101.20896463610055,42.48347086931466,0.03455009904638584,14.615507032756824,0.25,0.1,2.0326625799314044,True,source_shunt,10.68,2683.0,0.8384629119144986,0.7651614296500288,0.8840505494640705,0.741243597983257,1.3003904455186486,0.020763487483962204,16.826996995790747
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,160m,1850000,12.995,-2642.7,10752.646555745572,0.8787999999999999,True,kx3,KX3 / KXAT3,kxat3,published,optimistic,best_swr,nominal,1.4438888888888888,-293.6333333333333,6.012847777699269,-101.20896463610055,42.48347086931466,0.03455009904638584,14.615507032756824,0.6,0.2,2.0326625799314044,True,source_shunt,10.68,2683.0,0.8384629119144986,0.7651614296500288,0.8840505494640705,0.741243597983257,1.3003904455186486,0.018719761031582856,17.276996995790746
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,160m,1850000,12.995,-2642.7,10752.646555745572,0.8787999999999999,True,kx3,KX3 / KXAT3,kxat3,published,optimistic,best_swr,conservative,1.4438888888888888,-293.6333333333333,6.012847777699269,-101.20896463610055,42.48347086931466,0.03455009904638584,14.615507032756824,1.2,0.5,2.0326625799314044,True,source_shunt,10.68,2683.0,0.8384629119144986,0.7651614296500288,0.8840505494640705,0.741243597983257,1.3003904455186486,0.015215993021770081,18.176996995790745
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,160m,1850000,12.995,-2642.7,10752.646555745572,0.8787999999999999,True,kx3,KX3 / KXAT3,kxat3,published,optimistic,lowest_loss_swr_2p5,best,1.4438888888888888,-293.6333333333333,6.012847777699269,-101.20896463610055,42.48347086931466,0.03455009904638584,14.615507032756824,0.25,0.1,2.036841050701242,True,source_shunt,10.62,2683.0,0.8391808015886861,0.7614446030004198,0.883431758696847,0.7413589714121228,1.2997145254217846,0.020766719288935302,16.826321075693883
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,160m,1850000,12.995,-2642.7,10752.646555745572,0.8787999999999999,True,kx3,KX3 / KXAT3,kxat3,published,optimistic,lowest_loss_swr_2p5,nominal,1.4438888888888888,-293.6333333333333,6.012847777699269,-101.20896463610055,42.48347086931466,0.03455009904638584,14.615507032756824,0.6,0.2,2.036841050701242,True,source_shunt,10.62,2683.0,0.8391808015886861,0.7614446030004198,0.883431758696847,0.7413589714121228,1.2997145254217846,0.01872267473366897,17.276321075693883
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,160m,1850000,12.995,-2642.7,10752.646555745572,0.8787999999999999,True,kx3,KX3 / KXAT3,kxat3,published,optimistic,lowest_loss_swr_2p5,conservative,1.4438888888888888,-293.6333333333333,6.012847777699269,-101.20896463610055,42.48347086931466,0.03455009904638584,14.615507032756824,1.2,0.5,2.036841050701242,True,source_shunt,10.62,2683.0,0.8391808015886861,0.7614446030004198,0.883431758696847,0.7413589714121228,1.2997145254217846,0.015218361367740688,18.17632107569388
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,80m,3550000,21.819,-1160.2,1236.5729194961677,0.8805,True,kx2,KX2 / KXAT2,kxat2,published,conservative,best_swr,best,2.4243333333333332,-128.91111111111113,2.963180974967866,-37.62587038269045,26.450528889945414,0.16742980079442019,7.761672394807263,0.25,0.1,3.0392519798037827,False,source_shunt,2.75,1323.0,0.5713416836520445,2.431040897506211,0.7451175739686638,0.4257167292299832,3.70879283180831,0.05790056979967751,12.373171623582614
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,80m,3550000,21.819,-1160.2,1236.5729194961677,0.8805,True,kx2,KX2 / KXAT2,kxat2,published,conservative,best_swr,nominal,2.4243333333333332,-128.91111111111113,2.963180974967866,-37.62587038269045,26.450528889945414,0.16742980079442019,7.761672394807263,0.6,0.2,3.0392519798037827,False,source_shunt,2.75,1323.0,0.5713416836520445,2.431040897506211,0.7451175739686638,0.4257167292299832,3.70879283180831,0.05220148258232837,12.823171623582613
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,80m,3550000,21.819,-1160.2,1236.5729194961677,0.8805,True,kx2,KX2 / KXAT2,kxat2,published,conservative,best_swr,conservative,2.4243333333333332,-128.91111111111113,2.963180974967866,-37.62587038269045,26.450528889945414,0.16742980079442019,7.761672394807263,1.2,0.5,3.0392519798037827,False,source_shunt,2.75,1323.0,0.5713416836520445,2.431040897506211,0.7451175739686638,0.4257167292299832,3.70879283180831,0.0424309580319252,13.723171623582616
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,80m,3550000,21.819,-1160.2,1236.5729194961677,0.8805,True,kx2,KX2 / KXAT2,kxat2,published,conservative,lowest_loss_swr_2p5,best,2.4243333333333332,-128.91111111111113,2.963180974967866,-37.62587038269045,26.450528889945414,0.16742980079442019,7.761672394807263,0.25,0.1,3.0392519798037827,False,source_shunt,2.75,1323.0,0.5713416836520445,2.431040897506211,0.7451175739686638,0.4257167292299832,3.70879283180831,0.05790056979967751,12.373171623582614
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,80m,3550000,21.819,-1160.2,1236.5729194961677,0.8805,True,kx2,KX2 / KXAT2,kxat2,published,conservative,lowest_loss_swr_2p5,nominal,2.4243333333333332,-128.91111111111113,2.963180974967866,-37.62587038269045,26.450528889945414,0.16742980079442019,7.761672394807263,0.6,0.2,3.0392519798037827,False,source_shunt,2.75,1323.0,0.5713416836520445,2.431040897506211,0.7451175739686638,0.4257167292299832,3.70879283180831,0.05220148258232837,12.823171623582613
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,80m,3550000,21.819,-1160.2,1236.5729194961677,0.8805,True,kx2,KX2 / KXAT2,kxat2,published,conservative,lowest_loss_swr_2p5,conservative,2.4243333333333332,-128.91111111111113,2.963180974967866,-37.62587038269045,26.450528889945414,0.16742980079442019,7.761672394807263,1.2,0.5,3.0392519798037827,False,source_shunt,2.75,1323.0,0.5713416836520445,2.431040897506211,0.7451175739686638,0.4257167292299832,3.70879283180831,0.0424309580319252,13.723171623582616
