deployment,deployment_label,return_path,return_label,choke_position,ground,band,frequency_hz,antenna_resistance_ohm,antenna_reactance_ohm,antenna_raw_swr_50ohm,nec_radiation_efficiency,cache_hit,device,device_label,atu_profile,atu_profile_status,tuner_loss_envelope,tuner_objective,hardware_loss_envelope,transformer_primary_resistance_ohm,transformer_primary_reactance_ohm,tuner_load_resistance_ohm,tuner_load_reactance_ohm,raw_swr_at_tuner,coax_efficiency,coax_loss_db,transformer_loss_db,choke_loss_db,tuned_input_swr,match_success_swr_2p5,atu_topology,atu_inductance_uH,atu_capacitance_pF,atu_tuner_efficiency,atu_dissipation_loss_db,atu_residual_mismatch_efficiency,atu_transducer_efficiency,atu_total_loss_db,pa_forward_radiating_efficiency,pa_forward_total_loss_db
inverted_l_30,30 ft vertical / 26 ft horizontal inverted-L,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,30m,10120000,386.95,-1539.5,130.36010526914288,0.8962,True,kx2,KX2 / KXAT2,kxat2,published,nominal,lowest_loss_swr_2p5,best,42.99444444444444,-171.05555555555554,6.323138977424068,14.163154158440815,8.551467736574725,0.5439723259216745,2.644231940614218,0.25,0.1,1.3105393581630445,True,load_shunt,0.0,926.0,0.9912324902898725,0.038244712381750756,0.9819363062959028,0.9733271701957267,0.11741153228567405,0.4377645526474584,3.5875940771296473
inverted_l_30,30 ft vertical / 26 ft horizontal inverted-L,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,30m,10120000,386.95,-1539.5,130.36010526914288,0.8962,True,kx3,KX3 / KXAT3,kxat3,published,nominal,lowest_loss_swr_2p5,best,42.99444444444444,-171.05555555555554,6.323138977424068,14.163154158440815,8.551467736574725,0.5439723259216745,2.644231940614218,0.25,0.1,1.3096811643031196,True,load_shunt,0.0,926.0,0.9905833911279734,0.04108958003009464,0.9820226564907527,0.9727753332311108,0.11987450383670292,0.4375163579300533,3.590057048680676
inverted_l_30,30 ft vertical / 26 ft horizontal inverted-L,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,30m,10120000,386.95,-1539.5,130.36010526914288,0.8962,True,kh1,KH1 / KHATU1,khatu1,inferred,nominal,lowest_loss_swr_2p5,best,42.99444444444444,-171.05555555555554,6.323138977424068,14.163154158440815,8.551467736574725,0.5439723259216745,2.644231940614218,0.25,0.1,3.6971416515606483,False,source_shunt,0.0,420.0,0.9768137726249754,0.10188225667534494,0.6702838676088655,0.6547425134486754,1.8392945874697202,0.2944776147998568,5.309477132313694
inverted_l_30,30 ft vertical / 26 ft horizontal inverted-L,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,30m,10120000,386.95,-1539.5,130.36010526914288,0.8962,True,kh1,KH1 / KHATU1,khatu1_wide_sensitivity,range-fit,nominal,lowest_loss_swr_2p5,best,42.99444444444444,-171.05555555555554,6.323138977424068,14.163154158440815,8.551467736574725,0.5439723259216745,2.644231940614218,0.25,0.1,4.148319618813586,False,source_shunt,0.0,367.0,0.9769308633807219,0.10136169868402589,0.62603872710417,0.6115965541796449,2.1353497012855596,0.2750722471739285,5.605532246129533
inverted_l_30,30 ft vertical / 26 ft horizontal inverted-L,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,20m,14050000,94.35,16.734,1.968230196881784,0.9301999999999999,True,kx2,KX2 / KXAT2,kxat2,published,nominal,lowest_loss_swr_2p5,best,10.483333333333333,1.8593333333333335,31.651064818112467,-53.095413759161715,3.725718774403963,0.7570192230107774,1.2089309230770913,0.25,0.1,1.0125956765435948,True,source_shunt,0.8749999999999999,164.0,0.9592570372421936,0.18065006073621034,0.9999608321323998,0.9592194651895644,0.18082016795526729,0.6231623782153155,2.0539877392773827
inverted_l_30,30 ft vertical / 26 ft horizontal inverted-L,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,20m,14050000,94.35,16.734,1.968230196881784,0.9301999999999999,True,kx3,KX3 / KXAT3,kxat3,published,nominal,lowest_loss_swr_2p5,best,10.483333333333333,1.8593333333333335,31.651064818112467,-53.095413759161715,3.725718774403963,0.7570192230107774,1.2089309230770913,0.25,0.1,1.0057577100283484,True,source_shunt,0.8699999999999999,164.0,0.9587210615136624,0.18307731793529192,0.9999917597073171,0.9587131613715143,0.18311310521915547,0.6228334550618502,2.0562806765412702
inverted_l_30,30 ft vertical / 26 ft horizontal inverted-L,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,20m,14050000,94.35,16.734,1.968230196881784,0.9301999999999999,True,kh1,KH1 / KHATU1,khatu1,inferred,nominal,lowest_loss_swr_2p5,best,10.483333333333333,1.8593333333333335,31.651064818112467,-53.095413759161715,3.725718774403963,0.7570192230107774,1.2089309230770913,0.25,0.1,1.4470370957286498,True,source_shunt,0.7,60.0,0.96843532478215,0.13929377555209735,0.9666261722760197,0.9361149310910536,0.28670827678093946,0.6081523863011716,2.159875848103055
inverted_l_30,30 ft vertical / 26 ft horizontal inverted-L,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,20m,14050000,94.35,16.734,1.968230196881784,0.9301999999999999,True,kh1,KH1 / KHATU1,khatu1_wide_sensitivity,range-fit,nominal,lowest_loss_swr_2p5,best,10.483333333333333,1.8593333333333335,31.651064818112467,-53.095413759161715,3.725718774403963,0.7570192230107774,1.2089309230770913,0.25,0.1,1.3293263760833463,True,source_shunt,0.75,100.0,0.966449944345867,0.1482063460731966,0.9800109413846565,0.9471315197595419,0.23589710183748464,0.6153093757531302,2.1090646731596
inverted_l_30,30 ft vertical / 26 ft horizontal inverted-L,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,17m,18080000,1798.0,1047.2,48.16535431768118,0.9416,True,kx2,KX2 / KXAT2,kxat2,published,nominal,lowest_loss_swr_2p5,best,199.77777777777777,116.35555555555555,55.94197373649347,78.51512626824164,3.9643073510833644,0.7094957092726549,1.4905022662630132,0.25,0.1,1.1409100106431285,True,load_shunt,0.688,149.0,0.9747465399731527,0.1110829773857526,0.9956680157432024,0.9705239533076211,0.1299374140807841,0.5981670438504416,2.231775181990015
inverted_l_30,30 ft vertical / 26 ft horizontal inverted-L,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,17m,18080000,1798.0,1047.2,48.16535431768118,0.9416,True,kx3,KX3 / KXAT3,kxat3,published,nominal,lowest_loss_swr_2p5,best,199.77777777777777,116.35555555555555,55.94197373649347,78.51512626824164,3.9643073510833644,0.7094957092726549,1.4905022662630132,0.25,0.1,1.1428464209399563,True,load_shunt,0.6799999999999999,149.0,0.974541236616635,0.11199779474881556,0.995556178202275,0.9702105490265762,0.1313400763293514,0.5979738820931415,2.2331778442385826
