candidate_id,id,design_id,family,transformer_ratio,choke_required,total_wire_ft,component_count,support_count,band_changes_touch_antenna,packed_complexity,objective,scenario_count,worst_band_final_efficiency_p10,worst_band_final_efficiency_p50,median_final_efficiency,all_band_target_fraction,rollback_fraction,maximum_input_swr_p90
linked-dipole-five-band,linked-dipole-five-band,linked-dipole-five-band,linked_dipole_reference,1.0,False,67.41432180184988,8,1,True,medium,lowest_loss_swr_2p5,6,0.828470568177316,0.828470568177316,0.88005820851098,1.0,0.0,1.3077600026708898
direct-52r-28c-z4,direct-52r-28c-z4,direct-52r-28c,direct_counterpoise,4.0,True,80,2,1,False,low,lowest_loss_swr_2p5,288,0.5503831894236103,0.6961693515020895,0.7273407532729697,1.0,0.0,1.6933618268371138
vertical-32r-4x12-z1,vertical-32r-4x12-z1,vertical-32r-4x12,radial_vertical,1.0,False,80,0,1,False,high,lowest_loss_swr_2p5,144,0.5318485967444272,0.5920254682805213,0.7819109122277987,0.0,0.3,3.291492099219609
ocfd-68ft-f0.36-z4,ocfd-68ft-f0.36-z4,ocfd-68ft-f0.36,ocfd,4.0,True,68,3,1,False,medium,lowest_loss_swr_2p5,144,0.5045991418819045,0.6350772527223906,0.6873700633229807,0.9375,0.0125,2.07656302142176
trap-60ft-20m-traps-z1,trap-60ft-20m-traps-z1,trap-60ft-20m-traps,trap_loaded,1.0,True,60.0,3,1,False,high,lowest_loss_swr_2p5,144,0.21077273766056653,0.28932552557631386,0.45279370617209613,0.0,0.5125,7.780376680845844
doublet-58r-32l,doublet-58r-32l,doublet-58r-32l,balanced_doublet,1.0,True,122.0,1,1,False,medium,lowest_loss_swr_2p5,972,0.1185875078264399,0.1565711303851086,0.6207306919659739,0.24074074074074073,0.21851851851851853,3.4860026437864335
efhw-62ft-f0.01-z49,efhw-62ft-f0.01-z49,efhw-62ft-f0.01,efhw,49.0,True,62,3,1,False,medium,lowest_loss_swr_2p5,72,0.04897470588727482,0.07690326311466726,0.17287075548926628,0.0,0.8083333333333333,10.165807185492717
