candidate_id,id,design_id,family,transformer_ratio,choke_required,total_wire_ft,component_count,support_count,band_changes_touch_antenna,packed_complexity,objective,scenario_count,worst_band_final_efficiency_p10,worst_band_final_efficiency_p50,median_final_efficiency,all_band_target_fraction,rollback_fraction,maximum_input_swr_p90
direct-41r-17c-z1,direct-41r-17c-z1,direct-41r-17c,direct_counterpoise,1.0,False,58,0,1,False,low,lowest_loss_swr_2p5,288,0.3169327302879559,0.40993868329999084,0.6748531632145148,0.0,0.5083333333333333,4.533669336210197
efhw-62ft-f0.01-z49,efhw-62ft-f0.01-z49,efhw-62ft-f0.01,efhw,49.0,True,62,3,1,False,medium,lowest_loss_swr_2p5,72,0.04897470588727482,0.07690326311466726,0.17287075548926628,0.0,0.8083333333333333,10.165807185492717
trap-60ft-20m-traps-z1,trap-60ft-20m-traps-z1,trap-60ft-20m-traps,trap_loaded,1.0,True,60.0,3,1,False,high,lowest_loss_swr_2p5,144,0.21077273766056653,0.28932552557631386,0.45279370617209613,0.0,0.5125,7.780376680845844
doublet-58r-32l,doublet-58r-32l,doublet-58r-32l,balanced_doublet,1.0,True,122.0,1,1,False,medium,lowest_loss_swr_2p5,972,0.1185875078264399,0.1565711303851086,0.6207306919659739,0.24074074074074073,0.21851851851851853,3.4860026437864335
fan-five-band-z1,fan-five-band-z1,fan-five-band,fan_dipole,1.0,True,193.9,1,1,False,very_high,lowest_loss_swr_2p5,18,0.07389179719795302,0.08540276030390954,0.5216577136484423,0.5,0.1,2.312863374071826
