candidate_id,label,band,frequency_hz,scenario,raw_resistance_ohm,raw_reactance_ohm,raw_swr_50ohm,tuner_plane_resistance_ohm,tuner_plane_reactance_ohm,tuner_plane_raw_swr,nec_radiation_efficiency,nec_loss_db,transformer_loss_db,choke_loss_db,feedline_loss_db,tuner_internal_loss_db,residual_input_swr,residual_mismatch_efficiency,residual_mismatch_loss_db,topology,l_mask,c_mask,inductance_uH,capacitance_pF,final_efficiency,total_loss_db,likely_power_rollback
vertical-32r-4x12-z1,32 ft vertical with four 12 ft radials,20m,14050000,representative nominal,1644.4,1374.6,55.88184384983031,1644.4,1374.6,55.88184384983031,0.9598,0.17819254403597418,0.0,0,-0.0,0.8108025163404696,3.153619491110714,0.7311657928013506,1.359841350328742,load_shunt,6,1,2.0999999999999996,60.0,0.5822591994483173,2.3488364107051862,True
vertical-32r-4x12-z1,32 ft vertical with four 12 ft radials,17m,18080000,representative nominal,125.72,-656.93,71.5518121027499,125.72,-656.93,71.5518121027499,0.937,0.2826040911222171,0.0,0,-0.0,0.2894642096292583,3.302220972742476,0.7136424845008247,1.465193034819075,source_shunt,15,0,5.25,0.0,0.6255670514974013,2.037261335570551,True
vertical-32r-4x12-z1,32 ft vertical with four 12 ft radials,15m,21050000,representative nominal,53.154,-174.69,13.411513058538896,53.154,-174.69,13.411513058538896,0.9216,0.3545753392086318,0.0,0,-0.0,0.22219278899375391,1.2551351663768386,0.9872004266913539,0.05594665598454668,load_shunt,4,0,1.4,0.0,0.8644273944204488,0.6327147841869323,False
doublet-58r-32l,58 ft doublet with 32 ft balanced line,40m,7050000,representative nominal,194.13525549440226,359.6614320147244,17.409231368512327,35.54725062800856,-187.40982033719663,21.832709341158502,0.7676999999999999,1.1480845939315212,0.0,0.2,0.23835001535036393,0.3555326558056532,1.1445038191561534,0.9954594861704883,0.0197641046393237,source_shunt,13,3,4.55,180.0,0.636541704938846,1.9617313697268621,False
doublet-58r-32l,58 ft doublet with 32 ft balanced line,30m,10120000,representative nominal,230.00670687704329,978.5743873570086,88.07398311993589,128.4847210863682,125.3416159976542,5.21250751024947,0.8721,0.594337135099098,0.0,0.2,0.39819778004644224,0.14379237250508103,1.2100526587298353,0.9909666024698877,0.03940981849181857,load_shunt,5,3,1.75,180.0,0.72849452031547,1.3757371061424397,False
doublet-58r-32l,58 ft doublet with 32 ft balanced line,20m,14050000,representative nominal,19.514303929609923,49.37913831865035,5.2614335973821,24.1635699996322,9.495777489184132,2.165306524021885,0.9214,0.35551792083339145,0.0,0.2,0.8313118659488027,0.023967354693598446,1.790236806158772,0.9197892862876622,0.3631165339782316,load_shunt,0,3,0.0,180.0,0.6646739106373505,1.773913675454024,False
doublet-58r-32l,58 ft doublet with 32 ft balanced line,17m,18080000,representative nominal,2.2237933904218607,-221.3125139280728,463.0280327661685,101.00740555740332,-513.641496021246,54.7361479758312,0.9286,0.3217132066984475,0.0,0.2,5.963282754960405,0.3122221616499575,2.1731805220872618,0.863308934677612,0.638337644043697,load_shunt,13,0,4.55,0.0,0.18048637536452547,7.435555767352506,False
doublet-58r-32l,58 ft doublet with 32 ft balanced line,15m,21050000,representative nominal,92.44755178880317,-475.26583170673655,51.23639065539683,17.080620817653397,-134.49025040275,24.407056547661924,0.9114,0.40290975753570035,0.0,0.2,0.7091722406888454,0.5106187779678875,2.4878917150607687,0.8180229316442268,0.8723452157689732,source_shunt,3,1,1.0499999999999998,60.0,0.5376447394125553,2.695045991961407,False
direct-41r-17c-z1,Legacy 41/17 ft direct wire,40m,7050000,representative nominal,62.331,-257.94,23.354270097638047,62.331,-257.94,23.354270097638047,0.9270999999999999,0.3287341892358727,0.0,0,-0.0,0.23510144494817475,1.6745306778295737,0.9363925119488393,0.28542067884748984,load_shunt,15,0,5.25,0.0,0.8223834630423555,0.8492563130315376,False
direct-41r-17c-z1,Legacy 41/17 ft direct wire,30m,10120000,representative nominal,488.62,836.45,38.48648490165312,488.62,836.45,38.48648490165312,0.9459000000000001,0.2415477453243287,0.0,0,-0.0,0.3647644679205713,1.2884353565819309,0.9841138121852421,0.06954672761997957,load_shunt,15,1,5.25,60.0,0.855882419887007,0.6758589408648792,False
direct-41r-17c-z1,Legacy 41/17 ft direct wire,20m,14050000,representative nominal,173.73,-612.61,46.9450399444415,173.73,-612.61,46.9450399444415,0.9406,0.2659502558993932,0.0,0,-0.0,1.0148372856732533,4.4198316926328935,0.6018581178988858,2.2050587730698203,load_shunt,5,1,1.75,60.0,0.4481417115972363,3.4858463146424667,True
direct-41r-17c-z1,Legacy 41/17 ft direct wire,17m,18080000,representative nominal,110.08,244.14,13.410523629347757,110.08,244.14,13.410523629347757,0.9285,0.3221809192420078,0.0,0,-0.0,0.1511364210616128,2.273735550541025,0.8486190063645953,0.7128724564643757,load_shunt,6,1,2.0999999999999996,60.0,0.760993627999019,1.1861897967679964,False
direct-41r-17c-z1,Legacy 41/17 ft direct wire,15m,21050000,representative nominal,341.01,1042.9,70.74204313814714,341.01,1042.9,70.74204313814714,0.9358,0.28816959143838583,0.0,0,-0.0,1.4483000872606422,6.345158489001886,0.47043553937352506,3.274998766198631,load_shunt,3,1,1.0499999999999998,60.0,0.31539380274422596,5.011468444897659,True
