percentile,deployment,ground,conductor,profile,tuner_loss_envelope,component_loss_envelope,weighted_final_efficiency,must_band_efficiency_floor,40m_final_efficiency,40m_input_swr,30m_final_efficiency,30m_input_swr,20m_final_efficiency,20m_input_swr,17m_final_efficiency,17m_input_swr,15m_final_efficiency,15m_input_swr
p10,table_collinear_30,average,ccs_mid,khatu1,conservative,0,0.7777181584236262,0.7644371077761721,0.8193103121179783,1.153557561520873,0.6875939492404562,1.1876875623553118,0.7644371077761721,1.828069495580561,0.823865822738355,1.11969685143364,0.7959790502664075,1.4421017279793775
p50,ground_side_20,poor,ccs_mid,khatu1,nominal,0,0.8295855764500215,0.8370490787244578,0.8370490787244578,1.2503532881292052,0.7343639497712076,1.4801052073079135,0.8631687673679993,1.0920356997619376,0.8407650393418337,1.3434269543018866,0.8586218205953956,1.1448256146515283
p90,table_side_30,average,copper,khatu1,optimistic,0,0.8807239338832052,0.8823101913131651,0.9013150084350502,1.187175522527937,0.8235678763914713,1.545499751721854,0.8823101913131651,1.5623032136392945,0.8955302472347991,1.3329610084179286,0.8962083768147003,1.4146750053320634
